node_id_start,node_id_end,rel_type,link,status,start_date,end_date,sourceID
240410207,240390025,registered_address,registered address,,,,
240410278,240390327,registered_address,registered address,,,,
240410277,240390328,registered_address,registered address,,,,
240410496,240390026,registered_address,registered address,,,,
240410850,240390329,registered_address,registered address,,,,
240410493,240390027,registered_address,registered address,,,,
240410559,240390332,registered_address,registered address,,,,
240410495,240390028,registered_address,registered address,,,,
240410558,240390116,registered_address,registered address,,,,
240410045,240390333,registered_address,registered address,,,,
240410536,240390029,registered_address,registered address,,,,
240410710,240390334,registered_address,registered address,,,,
240410539,240390030,registered_address,registered address,,,,
240410711,240390335,registered_address,registered address,,,,
240410232,240390031,registered_address,registered address,,,,
240410834,240390181,registered_address,registered address,,,,
240410231,240390032,registered_address,registered address,,,,
240410145,240390336,registered_address,registered address,,,,
240410327,240390033,registered_address,registered address,,,,
240410632,240390337,registered_address,registered address,,,,
240410532,240390338,registered_address,registered address,,,,
240410614,240390034,registered_address,registered address,,,,
240410839,240390340,registered_address,registered address,,,,
240410613,240390035,registered_address,registered address,,,,
240410516,240390150,registered_address,registered address,,,,
240410036,240390037,registered_address,registered address,,,,
240410517,240390150,registered_address,registered address,,,,
240410034,240390038,registered_address,registered address,,,,
240410684,240390341,registered_address,registered address,,,,
240410035,240390037,registered_address,registered address,,,,
240410685,240390341,registered_address,registered address,,,,
240410692,240390039,registered_address,registered address,,,,
240410787,240390342,registered_address,registered address,,,,
240410014,240390042,registered_address,registered address,,,,
240410487,240390343,registered_address,registered address,,,,
240410018,240390043,registered_address,registered address,,,,
240410485,240390344,registered_address,registered address,,,,
240410069,240390044,registered_address,registered address,,,,
240410444,240390345,registered_address,registered address,,,,
240410419,240390047,registered_address,registered address,,,,
240410446,240390346,registered_address,registered address,,,,
240410326,240390033,registered_address,registered address,,,,
240410143,240390048,registered_address,registered address,,,,
240410540,240390029,registered_address,registered address,,,,
240410413,240390050,registered_address,registered address,,,,
240410543,240390040,registered_address,registered address,,,,
240410821,240390053,registered_address,registered address,,,,
240410542,240390042,registered_address,registered address,,,,
240410195,240390054,registered_address,registered address,,,,
240410545,240390043,registered_address,registered address,,,,
240410640,240390055,registered_address,registered address,,,,
240410544,240390041,registered_address,registered address,,,,
240410258,240390349,registered_address,registered address,,,,
240410639,240390056,registered_address,registered address,,,,
240410257,240390350,registered_address,registered address,,,,
240410763,240390058,registered_address,registered address,,,,
240410279,240390351,registered_address,registered address,,,,
240410384,240390059,registered_address,registered address,,,,
240410281,240390352,registered_address,registered address,,,,
240410386,240390059,registered_address,registered address,,,,
240410322,240390033,registered_address,registered address,,,,
240410041,240390060,registered_address,registered address,,,,
240410324,240390033,registered_address,registered address,,,,
240410037,240390061,registered_address,registered address,,,,
240410070,240390353,registered_address,registered address,,,,
240410039,240390062,registered_address,registered address,,,,
240410071,240390354,registered_address,registered address,,,,
240410040,240390063,registered_address,registered address,,,,
240410136,240390355,registered_address,registered address,,,,
240410316,240390064,registered_address,registered address,,,,
240410135,240390355,registered_address,registered address,,,,
240410747,240390065,registered_address,registered address,,,,
240410765,240390356,registered_address,registered address,,,,
240410731,240390068,registered_address,registered address,,,,
240410080,240390357,registered_address,registered address,,,,
240410691,240390070,registered_address,registered address,,,,
240410079,240390358,registered_address,registered address,,,,
240410055,240390071,registered_address,registered address,,,,
240410695,240390033,registered_address,registered address,,,,
240410054,240390072,registered_address,registered address,,,,
240410694,240390341,registered_address,registered address,,,,
240410455,240390074,registered_address,registered address,,,,
240410710,240390359,registered_address,registered address,,,,
240410452,240390064,registered_address,registered address,,,,
240410059,240390251,registered_address,registered address,,,,
240410060,240390360,registered_address,registered address,,,,
240410236,240390075,registered_address,registered address,,,,
240410061,240390361,registered_address,registered address,,,,
240410238,240390076,registered_address,registered address,,,,
240410103,240390257,registered_address,registered address,,,,
240410535,240390077,registered_address,registered address,,,,
240410722,240390362,registered_address,registered address,,,,
240410534,240390078,registered_address,registered address,,,,
240410503,240390363,registered_address,registered address,,,,
240410497,240390364,registered_address,registered address,,,,
240410797,240390079,registered_address,registered address,,,,
240410499,240390365,registered_address,registered address,,,,
240410798,240390079,registered_address,registered address,,,,
240410502,240390155,registered_address,registered address,,,,
240410646,240390081,registered_address,registered address,,,,
240410381,240390033,registered_address,registered address,,,,
240410285,240390082,registered_address,registered address,,,,
240410382,240390366,registered_address,registered address,,,,
240410667,240390011,registered_address,registered address,,,,
240410792,240390367,registered_address,registered address,,,,
240410074,240390083,registered_address,registered address,,,,
240410793,240390368,registered_address,registered address,,,,
240410676,240390084,registered_address,registered address,,,,
240410795,240390369,registered_address,registered address,,,,
240410677,240390070,registered_address,registered address,,,,
240410124,240390370,registered_address,registered address,,,,
240410083,240390224,registered_address,registered address,,,,
240410687,240390085,registered_address,registered address,,,,
240410188,240390228,registered_address,registered address,,,,
240410688,240390070,registered_address,registered address,,,,
240410147,240390371,registered_address,registered address,,,,
240410457,240390074,registered_address,registered address,,,,
240410134,240390372,registered_address,registered address,,,,
240410415,240390050,registered_address,registered address,,,,
240410132,240390373,registered_address,registered address,,,,
240410088,240390086,registered_address,registered address,,,,
240410117,240390116,registered_address,registered address,,,,
240410119,240390374,registered_address,registered address,,,,
240410094,240390088,registered_address,registered address,,,,
240410141,240390378,registered_address,registered address,,,,
240410093,240390089,registered_address,registered address,,,,
240410140,240390379,registered_address,registered address,,,,
240410212,240390090,registered_address,registered address,,,,
240410432,240390380,registered_address,registered address,,,,
240410712,240390091,registered_address,registered address,,,,
240410606,240390381,registered_address,registered address,,,,
240410714,240390092,registered_address,registered address,,,,
240410605,240390382,registered_address,registered address,,,,
240410780,240390094,registered_address,registered address,,,,
240410459,240390383,registered_address,registered address,,,,
240410779,240390095,registered_address,registered address,,,,
240410646,240390386,registered_address,registered address,,,,
240410002,240390096,registered_address,registered address,,,,
240410051,240390389,registered_address,registered address,,,,
240410003,240390096,registered_address,registered address,,,,
240410548,240390390,registered_address,registered address,,,,
240410608,240390097,registered_address,registered address,,,,
240410421,240390395,registered_address,registered address,,,,
240410607,240390098,registered_address,registered address,,,,
240410610,240390396,registered_address,registered address,,,,
240410745,240390033,registered_address,registered address,,,,
240410810,240390099,registered_address,registered address,,,,
240410743,240390209,registered_address,registered address,,,,
240410809,240390100,registered_address,registered address,,,,
240410744,240390209,registered_address,registered address,,,,
240410344,240390101,registered_address,registered address,,,,
240410582,240390400,registered_address,registered address,,,,
240410345,240390102,registered_address,registered address,,,,
240410161,240390401,registered_address,registered address,,,,
240410346,240390102,registered_address,registered address,,,,
240410160,240390403,registered_address,registered address,,,,
240410761,240390103,registered_address,registered address,,,,
240410032,240390036,registered_address,registered address,,,,
240410128,240390104,registered_address,registered address,,,,
240410036,240390404,registered_address,registered address,,,,
240410129,240390105,registered_address,registered address,,,,
240410034,240390405,registered_address,registered address,,,,
240410131,240390106,registered_address,registered address,,,,
240410035,240390404,registered_address,registered address,,,,
240410084,240390033,registered_address,registered address,,,,
240410869,240390406,registered_address,registered address,,,,
240410085,240390107,registered_address,registered address,,,,
240410867,240390407,registered_address,registered address,,,,
240410666,240390108,registered_address,registered address,,,,
240410868,240390408,registered_address,registered address,,,,
240410417,240390409,registered_address,registered address,,,,
240410175,240390110,registered_address,registered address,,,,
240410418,240390410,registered_address,registered address,,,,
240410177,240390111,registered_address,registered address,,,,
240410599,240390411,registered_address,registered address,,,,
240410601,240390113,registered_address,registered address,,,,
240410844,240390413,registered_address,registered address,,,,
240410374,240390114,registered_address,registered address,,,,
240410633,240390414,registered_address,registered address,,,,
240410354,240390115,registered_address,registered address,,,,
240410222,240390415,registered_address,registered address,,,,
240410352,240390116,registered_address,registered address,,,,
240410441,240390375,registered_address,registered address,,,,
240410128,240390117,registered_address,registered address,,,,
240410440,240390376,registered_address,registered address,,,,
240410012,240390029,registered_address,registered address,,,,
240410438,240390377,registered_address,registered address,,,,
240410016,240390040,registered_address,registered address,,,,
240410337,240390418,registered_address,registered address,,,,
240410017,240390041,registered_address,registered address,,,,
240410338,240390419,registered_address,registered address,,,,
240410224,240390120,registered_address,registered address,,,,
240410339,240390420,registered_address,registered address,,,,
240410405,240390121,registered_address,registered address,,,,
240410356,240390421,registered_address,registered address,,,,
240410334,240390033,registered_address,registered address,,,,
240410681,240390341,registered_address,registered address,,,,
240410682,240390341,registered_address,registered address,,,,
240410335,240390122,registered_address,registered address,,,,
240410163,240390402,registered_address,registered address,,,,
240410332,240390123,registered_address,registered address,,,,
240410550,240390422,registered_address,registered address,,,,
240410590,240390115,registered_address,registered address,,,,
240410500,240390363,registered_address,registered address,,,,
240410434,240390124,registered_address,registered address,,,,
240410501,240390425,registered_address,registered address,,,,
240410848,240390426,registered_address,registered address,,,,
240410806,240390125,registered_address,registered address,,,,
240410823,240390427,registered_address,registered address,,,,
240410807,240390126,registered_address,registered address,,,,
240410179,240390429,registered_address,registered address,,,,
240410247,240390127,registered_address,registered address,,,,
240410180,240390429,registered_address,registered address,,,,
240410246,240390128,registered_address,registered address,,,,
240410149,240390431,registered_address,registered address,,,,
240410481,240390129,registered_address,registered address,,,,
240410668,240390433,registered_address,registered address,,,,
240410669,240390434,registered_address,registered address,,,,
240410480,240390130,registered_address,registered address,,,,
240410190,240390205,registered_address,registered address,,,,
240410478,240390131,registered_address,registered address,,,,
240410603,240390435,registered_address,registered address,,,,
240410477,240390132,registered_address,registered address,,,,
240410377,240390436,registered_address,registered address,,,,
240410475,240390133,registered_address,registered address,,,,
240410588,240390272,registered_address,registered address,,,,
240410271,240390134,registered_address,registered address,,,,
240410585,240390437,registered_address,registered address,,,,
240410270,240390134,registered_address,registered address,,,,
240410584,240390273,registered_address,registered address,,,,
240410858,240390138,registered_address,registered address,,,,
240410587,240390438,registered_address,registered address,,,,
240410856,240390139,registered_address,registered address,,,,
240410268,240390439,registered_address,registered address,,,,
240410229,240390303,registered_address,registered address,,,,
240410812,240390140,registered_address,registered address,,,,
240410228,240390304,registered_address,registered address,,,,
240410095,240390141,registered_address,registered address,,,,
240410727,240390442,registered_address,registered address,,,,
240410097,240390142,registered_address,registered address,,,,
240410026,240390360,registered_address,registered address,,,,
240410025,240390082,registered_address,registered address,,,,
240410027,240390361,registered_address,registered address,,,,
240410830,240390144,registered_address,registered address,,,,
240410605,240390444,registered_address,registered address,,,,
240410319,240390145,registered_address,registered address,,,,
240410584,240390441,registered_address,registered address,,,,
240410370,240390146,registered_address,registered address,,,,
240410627,240390070,registered_address,registered address,,,,
240410368,240390147,registered_address,registered address,,,,
240410554,240390446,registered_address,registered address,,,,
240410371,240390148,registered_address,registered address,,,,
240410377,240390447,registered_address,registered address,,,,
240410211,240390151,registered_address,registered address,,,,
240410800,240390079,registered_address,registered address,,,,
240410802,240390082,registered_address,registered address,,,,
240410799,240390079,registered_address,registered address,,,,
240410388,240390156,registered_address,registered address,,,,
240410855,240390448,registered_address,registered address,,,,
240410251,240390157,registered_address,registered address,,,,
240410854,240390449,registered_address,registered address,,,,
240410252,240390157,registered_address,registered address,,,,
240410028,240390443,registered_address,registered address,,,,
240410861,240390450,registered_address,registered address,,,,
240410430,240390046,registered_address,registered address,,,,
240410860,240390451,registered_address,registered address,,,,
240410427,240390158,registered_address,registered address,,,,
240410704,240390033,registered_address,registered address,,,,
240410429,240390159,registered_address,registered address,,,,
240410705,240390452,registered_address,registered address,,,,
240410436,240390160,registered_address,registered address,,,,
240410553,240390453,registered_address,registered address,,,,
240410437,240390161,registered_address,registered address,,,,
240410574,240390142,registered_address,registered address,,,,
240410593,240390162,registered_address,registered address,,,,
240410576,240390454,registered_address,registered address,,,,
240410187,240390163,registered_address,registered address,,,,
240410575,240390455,registered_address,registered address,,,,
240410749,240390164,registered_address,registered address,,,,
240410572,240390456,registered_address,registered address,,,,
240410636,240390165,registered_address,registered address,,,,
240410007,240390040,registered_address,registered address,,,,
240410637,240390166,registered_address,registered address,,,,
240410006,240390042,registered_address,registered address,,,,
240410052,240390167,registered_address,registered address,,,,
240410005,240390136,registered_address,registered address,,,,
240410729,240390169,registered_address,registered address,,,,
240410011,240390137,registered_address,registered address,,,,
240410772,240390170,registered_address,registered address,,,,
240410009,240390041,registered_address,registered address,,,,
240410776,240390171,registered_address,registered address,,,,
240410373,240390457,registered_address,registered address,,,,
240410774,240390172,registered_address,registered address,,,,
240410642,240390093,registered_address,registered address,,,,
240410769,240390173,registered_address,registered address,,,,
240410390,240390458,registered_address,registered address,,,,
240410472,240390189,registered_address,registered address,,,,
240410771,240390174,registered_address,registered address,,,,
240410470,240390459,registered_address,registered address,,,,
240410775,240390175,registered_address,registered address,,,,
240410848,240390329,registered_address,registered address,,,,
240410768,240390176,registered_address,registered address,,,,
240410550,240390461,registered_address,registered address,,,,
240410770,240390177,registered_address,registered address,,,,
240410551,240390312,registered_address,registered address,,,,
240410773,240390178,registered_address,registered address,,,,
240410658,240390462,registered_address,registered address,,,,
240410199,240390463,registered_address,registered address,,,,
240410837,240390180,registered_address,registered address,,,,
240410198,240390464,registered_address,registered address,,,,
240410043,240390182,registered_address,registered address,,,,
240410196,240390465,registered_address,registered address,,,,
240410044,240390183,registered_address,registered address,,,,
240410424,240390391,registered_address,registered address,,,,
240410397,240390184,registered_address,registered address,,,,
240410422,240390392,registered_address,registered address,,,,
240410425,240390393,registered_address,registered address,,,,
240410395,240390185,registered_address,registered address,,,,
240410423,240390394,registered_address,registered address,,,,
240410235,240390082,registered_address,registered address,,,,
240410170,240390270,registered_address,registered address,,,,
240410171,240390468,registered_address,registered address,,,,
240410865,240390188,registered_address,registered address,,,,
240410304,240390471,registered_address,registered address,,,,
240410864,240390189,registered_address,registered address,,,,
240410303,240390472,registered_address,registered address,,,,
240410718,240390091,registered_address,registered address,,,,
240410849,240390192,registered_address,registered address,,,,
240410720,240390092,registered_address,registered address,,,,
240410848,240390193,registered_address,registered address,,,,
240410298,240390473,registered_address,registered address,,,,
240410126,240390194,registered_address,registered address,,,,
240410297,240390474,registered_address,registered address,,,,
240410674,240390195,registered_address,registered address,,,,
240410301,240390266,registered_address,registered address,,,,
240410673,240390196,registered_address,registered address,,,,
240410300,240390475,registered_address,registered address,,,,
240410320,240390197,registered_address,registered address,,,,
240410174,240390271,registered_address,registered address,,,,
240410556,240390198,registered_address,registered address,,,,
240410173,240390271,registered_address,registered address,,,,
240410156,240390069,registered_address,registered address,,,,
240410557,240390199,registered_address,registered address,,,,
240410514,240390477,registered_address,registered address,,,,
240410554,240390200,registered_address,registered address,,,,
240410471,240390460,registered_address,registered address,,,,
240410828,240390478,registered_address,registered address,,,,
240410664,240390109,registered_address,registered address,,,,
240410827,240390479,registered_address,registered address,,,,
240410056,240390202,registered_address,registered address,,,,
240410581,240390480,registered_address,registered address,,,,
240410057,240390203,registered_address,registered address,,,,
240410391,240390191,registered_address,registered address,,,,
240410360,240390204,registered_address,registered address,,,,
240410538,240390135,registered_address,registered address,,,,
240410192,240390205,registered_address,registered address,,,,
240410782,240390222,registered_address,registered address,,,,
240410120,240390116,registered_address,registered address,,,,
240410850,240390206,registered_address,registered address,,,,
240410179,240390481,registered_address,registered address,,,,
240410851,240390207,registered_address,registered address,,,,
240410180,240390481,registered_address,registered address,,,,
240410741,240390208,registered_address,registered address,,,,
240410126,240390482,registered_address,registered address,,,,
240410225,240390483,registered_address,registered address,,,,
240410739,240390209,registered_address,registered address,,,,
240410227,240390484,registered_address,registered address,,,,
240410740,240390209,registered_address,registered address,,,,
240410846,240390485,registered_address,registered address,,,,
240410185,240390033,registered_address,registered address,,,,
240410266,240390439,registered_address,registered address,,,,
240410184,240390210,registered_address,registered address,,,,
240410139,240390378,registered_address,registered address,,,,
240410630,240390211,registered_address,registered address,,,,
240410303,240390487,registered_address,registered address,,,,
240410629,240390153,registered_address,registered address,,,,
240410483,240390488,registered_address,registered address,,,,
240410275,240390212,registered_address,registered address,,,,
240410484,240390488,registered_address,registered address,,,,
240410862,240390190,registered_address,registered address,,,,
240410659,240390213,registered_address,registered address,,,,
240410098,240390254,registered_address,registered address,,,,
240410658,240390214,registered_address,registered address,,,,
240410102,240390489,registered_address,registered address,,,,
240410030,240390215,registered_address,registered address,,,,
240410099,240390490,registered_address,registered address,,,,
240410047,240390216,registered_address,registered address,,,,
240410010,240390043,registered_address,registered address,,,,
240410448,240390218,registered_address,registered address,,,,
240410814,240390491,registered_address,registered address,,,,
240410449,240390057,registered_address,registered address,,,,
240410816,240390496,registered_address,registered address,,,,
240410249,240390219,registered_address,registered address,,,,
240410362,240390240,registered_address,registered address,,,,
240410064,240390251,registered_address,registered address,,,,
240410620,240390223,registered_address,registered address,,,,
240410656,240390498,registered_address,registered address,,,,
240410783,240390224,registered_address,registered address,,,,
240410654,240390499,registered_address,registered address,,,,
240410782,240390225,registered_address,registered address,,,,
240410155,240390476,registered_address,registered address,,,,
240410039,240390226,registered_address,registered address,,,,
240410091,240390087,registered_address,registered address,,,,
240410040,240390227,registered_address,registered address,,,,
240410093,240390500,registered_address,registered address,,,,
240410467,240390228,registered_address,registered address,,,,
240410263,240390501,registered_address,registered address,,,,
240410562,240390229,registered_address,registered address,,,,
240410265,240390502,registered_address,registered address,,,,
240410451,240390033,registered_address,registered address,,,,
240410351,240390503,registered_address,registered address,,,,
240410698,240390230,registered_address,registered address,,,,
240410349,240390504,registered_address,registered address,,,,
240410697,240390070,registered_address,registered address,,,,
240410648,240390317,registered_address,registered address,,,,
240410341,240390231,registered_address,registered address,,,,
240410647,240390505,registered_address,registered address,,,,
240410342,240390231,registered_address,registered address,,,,
240410039,240390506,registered_address,registered address,,,,
240410288,240390232,registered_address,registered address,,,,
240410040,240390507,registered_address,registered address,,,,
240410287,240390233,registered_address,registered address,,,,
240410755,240390033,registered_address,registered address,,,,
240410286,240390234,registered_address,registered address,,,,
240410754,240390057,registered_address,registered address,,,,
240410831,240390235,registered_address,registered address,,,,
240410512,240390508,registered_address,registered address,,,,
240410149,240390236,registered_address,registered address,,,,
240410511,240390509,registered_address,registered address,,,,
240410152,240390237,registered_address,registered address,,,,
240410510,240390510,registered_address,registered address,,,,
240410153,240390238,registered_address,registered address,,,,
240410022,240390511,registered_address,registered address,,,,
240410151,240390239,registered_address,registered address,,,,
240410023,240390512,registered_address,registered address,,,,
240410148,240390240,registered_address,registered address,,,,
240410466,240390074,registered_address,registered address,,,,
240410613,240390241,registered_address,registered address,,,,
240410465,240390057,registered_address,registered address,,,,
240410407,240390033,registered_address,registered address,,,,
240410261,240390243,registered_address,registered address,,,,
240410410,240390513,registered_address,registered address,,,,
240410259,240390244,registered_address,registered address,,,,
240410409,240390514,registered_address,registered address,,,,
240410463,240390033,registered_address,registered address,,,,
240410825,240390515,registered_address,registered address,,,,
240410462,240390057,registered_address,registered address,,,,
240410460,240390384,registered_address,registered address,,,,
240410752,240390245,registered_address,registered address,,,,
240410652,240390033,registered_address,registered address,,,,
240410329,240390247,registered_address,registered address,,,,
240410649,240390059,registered_address,registered address,,,,
240410330,240390248,registered_address,registered address,,,,
240410653,240390059,registered_address,registered address,,,,
240410358,240390249,registered_address,registered address,,,,
240410650,240390517,registered_address,registered address,,,,
240410218,240390250,registered_address,registered address,,,,
240410120,240390518,registered_address,registered address,,,,
240410065,240390245,registered_address,registered address,,,,
240410772,240390519,registered_address,registered address,,,,
240410679,240390252,registered_address,registered address,,,,
240410771,240390520,registered_address,registered address,,,,
240410777,240390521,registered_address,registered address,,,,
240410680,240390070,registered_address,registered address,,,,
240410833,240390522,registered_address,registered address,,,,
240410420,240390166,registered_address,registered address,,,,
240410283,240390524,registered_address,registered address,,,,
240410142,240390166,registered_address,registered address,,,,
240410727,240390526,registered_address,registered address,,,,
240410411,240390166,registered_address,registered address,,,,
240410706,240390528,registered_address,registered address,,,,
240410853,240390166,registered_address,registered address,,,,
240410708,240390529,registered_address,registered address,,,,
240410037,240390530,registered_address,registered address,,,,
240410820,240390166,registered_address,registered address,,,,
240410039,240390531,registered_address,registered address,,,,
240410194,240390166,registered_address,registered address,,,,
240410040,240390532,registered_address,registered address,,,,
240410638,240390166,registered_address,registered address,,,,
240410220,240390533,registered_address,registered address,,,,
240410762,240390166,registered_address,registered address,,,,
240410124,240390536,registered_address,registered address,,,,
240410385,240390166,registered_address,registered address,,,,
240410633,240390538,registered_address,registered address,,,,
240410038,240390166,registered_address,registered address,,,,
240410315,240390033,registered_address,registered address,,,,
240410314,240390033,registered_address,registered address,,,,
240410317,240390166,registered_address,registered address,,,,
240410338,240390539,registered_address,registered address,,,,
240410746,240390166,registered_address,registered address,,,,
240410291,240390033,registered_address,registered address,,,,
240410203,240390166,registered_address,registered address,,,,
240410290,240390057,registered_address,registered address,,,,
240410730,240390166,registered_address,registered address,,,,
240410621,240390223,registered_address,registered address,,,,
240410053,240390166,registered_address,registered address,,,,
240410817,240390495,registered_address,registered address,,,,
240410453,240390166,registered_address,registered address,,,,
240410182,240390541,registered_address,registered address,,,,
240410237,240390166,registered_address,registered address,,,,
240410167,240390468,registered_address,registered address,,,,
240410533,240390166,registered_address,registered address,,,,
240410836,240390179,registered_address,registered address,,,,
240410796,240390166,registered_address,registered address,,,,
240410629,240390542,registered_address,registered address,,,,
240410645,240390166,registered_address,registered address,,,,
240410273,240390543,registered_address,registered address,,,,
240410284,240390166,registered_address,registered address,,,,
240410803,240390059,registered_address,registered address,,,,
240410665,240390166,registered_address,registered address,,,,
240410412,240390049,registered_address,registered address,,,,
240410073,240390166,registered_address,registered address,,,,
240410650,240390544,registered_address,registered address,,,,
240410675,240390166,registered_address,registered address,,,,
240410775,240390521,registered_address,registered address,,,,
240410686,240390166,registered_address,registered address,,,,
240410312,240390545,registered_address,registered address,,,,
240410311,240390546,registered_address,registered address,,,,
240410456,240390166,registered_address,registered address,,,,
240410750,240390164,registered_address,registered address,,,,
240410414,240390166,registered_address,registered address,,,,
240410841,240390340,registered_address,registered address,,,,
240410087,240390166,registered_address,registered address,,,,
240410483,240390547,registered_address,registered address,,,,
240410092,240390166,registered_address,registered address,,,,
240410484,240390547,registered_address,registered address,,,,
240410713,240390166,registered_address,registered address,,,,
240410075,240390548,registered_address,registered address,,,,
240410641,240390166,registered_address,registered address,,,,
240410077,240390549,registered_address,registered address,,,,
240410778,240390166,registered_address,registered address,,,,
240410371,240390550,registered_address,registered address,,,,
240410001,240390166,registered_address,registered address,,,,
240410581,240390551,registered_address,registered address,,,,
240410609,240390166,registered_address,registered address,,,,
240410394,240390552,registered_address,registered address,,,,
240410808,240390166,registered_address,registered address,,,,
240410842,240390553,registered_address,registered address,,,,
240410343,240390166,registered_address,registered address,,,,
240410844,240390553,registered_address,registered address,,,,
240410760,240390166,registered_address,registered address,,,,
240410008,240390030,registered_address,registered address,,,,
240410130,240390166,registered_address,registered address,,,,
240410794,240390554,registered_address,registered address,,,,
240410086,240390166,registered_address,registered address,,,,
240410795,240390555,registered_address,registered address,,,,
240410176,240390166,registered_address,registered address,,,,
240410554,240390558,registered_address,registered address,,,,
240410600,240390166,registered_address,registered address,,,,
240410202,240390559,registered_address,registered address,,,,
240410375,240390166,registered_address,registered address,,,,
240410201,240390533,registered_address,registered address,,,,
240410353,240390166,registered_address,registered address,,,,
240410123,240390537,registered_address,registered address,,,,
240410223,240390166,registered_address,registered address,,,,
240410818,240390516,registered_address,registered address,,,,
240410404,240390166,registered_address,registered address,,,,
240410818,240390561,registered_address,registered address,,,,
240410333,240390166,registered_address,registered address,,,,
240410098,240390562,registered_address,registered address,,,,
240410591,240390166,registered_address,registered address,,,,
240410165,240390270,registered_address,registered address,,,,
240410433,240390166,registered_address,registered address,,,,
240410578,240390339,registered_address,registered address,,,,
240410805,240390166,registered_address,registered address,,,,
240410398,240390401,registered_address,registered address,,,,
240410245,240390166,registered_address,registered address,,,,
240410366,240390564,registered_address,registered address,,,,
240410479,240390166,registered_address,registered address,,,,
240410563,240390565,registered_address,registered address,,,,
240410476,240390166,registered_address,registered address,,,,
240410568,240390566,registered_address,registered address,,,,
240410269,240390166,registered_address,registered address,,,,
240221028,240210567,officer_of,,,31-MAY-2018,,
240221029,240210567,officer_of,,,31-MAY-2018,,
240221030,240210567,officer_of,,,31-MAY-2018,,
240221031,240210567,officer_of,,,31-MAY-2018,,
240221032,240210567,officer_of,,,31-MAY-2018,,
240221033,240210567,officer_of,,,31-MAY-2018,,
240221034,240210567,officer_of,,,31-MAY-2018,,
240220501,240210354,officer_of,Director,,11-JAN-2013,,
240220652,240210452,officer_of,Director,,19-FEB-2007,02-MAY-2018,
240220653,240210452,officer_of,linked to,,19-FEB-2007,02-MAY-2018,
240220654,240210452,officer_of,Director,,02-MAY-2018,,
240221710,240211120,officer_of,Director,,11-JAN-2013,,
240220854,240210567,officer_of,Beneficial Owner,,21-SEP-2011,,
240221838,240211202,officer_of,Shareholders,,26-OCT-2011,11-APR-2013,
240221839,240211202,officer_of,Shareholders,,11-APR-2013,25-FEB-2015,
240221840,240211202,officer_of,Shareholders,,25-FEB-2015,,
240410001,240400001,officer_of,Designated Representative,,,,
240410002,240400001,officer_of,Person of Significant Control,,,,
240410003,240400001,officer_of,Person of Significant Control,,,,
240410004,240400002,officer_of,Designated Representative,,,,
240410005,240400002,officer_of,Person of Significant Control,,01-MAR-2018,30-SEP-2018,
240410006,240400002,officer_of,Person of Significant Control,,01-MAR-2018,01-DEC-2018,
240410007,240400002,officer_of,Person of Significant Control,,01-MAR-2018,16-APR-2019,
240410008,240400002,officer_of,Person of Significant Control,,01-MAR-2018,,
240410009,240400002,officer_of,Person of Significant Control,,16-APR-2019,,
240410010,240400002,officer_of,Person of Significant Control,,01-DEC-2018,,
240410011,240400002,officer_of,Person of Significant Control,,01-MAR-2018,30-APR-2019,
240410012,240400003,officer_of,Person of Significant Control,,01-MAR-2018,,
240410013,240400003,officer_of,Designated Representative,,,,
240410014,240400003,officer_of,Person of Significant Control,,01-MAR-2018,01-DEC-2018,
240410015,240400003,officer_of,Person of Significant Control,,01-MAR-2018,,
240410016,240400003,officer_of,Person of Significant Control,,01-MAR-2018,16-APR-2019,
240410017,240400003,officer_of,Person of Significant Control,,16-APR-2019,,
240410018,240400003,officer_of,Person of Significant Control,,01-DEC-2018,,
240410019,240400004,officer_of,Designated Representative,,,,
240410020,240400004,officer_of,Person of Significant Control,,,,
240410021,240400005,officer_of,Designated Representative,,,,
240410022,240400005,officer_of,Person of Significant Control,,01-MAR-2018,,
240410023,240400005,officer_of,Person of Significant Control,,01-MAR-2018,,
240410024,240400006,officer_of,Designated Representative,,,,
240410025,240400006,officer_of,Person of Significant Control,,01-MAR-2018,,
240410026,240400007,officer_of,Person of Significant Control,,01-MAR-2018,,
240410027,240400007,officer_of,Person of Significant Control,,01-MAR-2018,,
240410028,240400007,officer_of,Person of Significant Control,,01-MAR-2018,,
240410029,240400007,officer_of,Designated Representative,,,,
240410030,240400008,officer_of,Person of Significant Control,,01-MAR-2018,,
240410031,240400008,officer_of,Designated Representative,,,,
240410032,240400009,officer_of,Person of Significant Control,,01-MAR-2018,,
240410033,240400009,officer_of,Designated Representative,,,,
240410034,240400009,officer_of,Person of Significant Control,,01-MAR-2018,,
240410035,240400009,officer_of,Person of Significant Control,,01-MAR-2018,,
240410036,240400009,officer_of,Person of Significant Control,,01-MAR-2018,,
240410037,240400010,officer_of,Person of Significant Control,,01-MAR-2018,,
240410038,240400010,officer_of,Designated Representative,,,,
240410039,240400010,officer_of,Person of Significant Control,,01-MAR-2018,,
240410040,240400010,officer_of,Person of Significant Control,,01-MAR-2018,,
240410041,240400010,officer_of,Person of Significant Control,,01-MAR-2018,,
240410042,240400011,officer_of,Designated Representative,,,,
240410043,240400011,officer_of,Person of Significant Control,,01-MAR-2018,,
240410044,240400011,officer_of,Person of Significant Control,,01-MAR-2018,,
240410045,240400012,officer_of,Person of Significant Control,,01-MAR-2018,,
